text,label,error_type,methods,n_methods
Жене моей нездоровится.,1,0,ds2,1
"Ваня, в отличие от других, не понял.",1,0,ds2,1
Было выпито вина.,0,Syntax,ds2,1
Самая востребованная профессия была программистом.,0,Syntax,"cleanlab, datamaps",2
"Там нет ни трудностей, ни всяких интересных задач.",0,Semantics,cleanlab,1
Детей не разговаривало на уроке.,0,Syntax,cleanlab,1
После этого она захромала.,0,Semantics,datamaps,1
Мы с ними договорились.,1,0,ds2,1
"Миша воображает, что его кто-нибудь понял.",0,Semantics,"cleanlab, datamaps, ds2",3
Она сделала печальное лицо.,1,0,ds2,1
Возле старого голландского здания с аркадами в нижнем этаже ос тановились.,1,0,cleanlab,1
У магазина толпилось много народу.,1,0,ds2,1
"Простодушно улыбаясь, из-за спины Саши появился букет ромашек, которые он нарвал в поле неподалёку от дороги.",0,Syntax,cleanlab,1
Мая: Давайте останемся здесь вместе... и... никогда не уходим.,0,Syntax,"cleanlab, datamaps",2
Крым всегда будет рад вас видеть.,1,0,ds2,1
Компании повышают ценообразование за счет целевого ценообразования на основе созданных профилей.,0,Hallucination,"cleanlab, datamaps",2
"Найдя, это ее обрадовало.",0,Syntax,datamaps,1
Мешок весит меньше 50 кг.,1,0,ds2,1
Этот город известен своей уникальной архитектурой и славной историей.,1,0,ds2,1
Но Александр Борисович отрицает всякие мстительные мотивы в своем выборе.,0,Semantics,datamaps,1
Мне нет необходимости это выяснять.,1,0,ds2,1
Он осознает свои собственные ошибки.,1,0,ds2,1
"Так что можно собрать по сусексам тех, кто ещё не покинул столицу нашей Родины.",1,0,cleanlab,1
У меня есть фото из одного места в Кентукки.,1,0,ds2,1
Дорога идет на север.,1,0,ds2,1
"Насколько я понимаю, он здесь был.",1,0,ds2,1
В лесу у нас много грибов.,1,0,ds2,1
"На нем полковничья шинель без погонов, в руке тонкая тросточка.",0,Morphology,"cleanlab, datamaps",2
Дверь плохо открылась.,0,Semantics,"cleanlab, datamaps, ds2",3
"Иван знает, что занятия отменяются.",1,0,ds2,1
Кухня обслуживает международные и турецкие блюда с акцентом на здоровую пищу.,1,0,ds2,1
Я взяла ее в свою комнату.,0,Semantics,"cleanlab, datamaps, ds2",3
