id,text,label,error_type,detailed_source,original_split
304,Он объяснил отсутствие Вани приходом Пети.,1,0,Paducheva2004,in_domain_train
305,У магазина толпилось много народу.,1,0,Seliverstova,in_domain_train
306,Он заслонился от меня газетой.,1,0,Paducheva2004,in_domain_train
307,"Он сказал, что ему бы молочка.",1,0,Rusgram,in_domain_train
308,"Он вдруг понял, что ей неприятны какие бы то ни было подробности его домашней жизни.",1,0,Paducheva2013,in_domain_train
309,"Есть предметы, о которых можно иметь неверное или недостаточно точное понятие — без прямого ущерба для жизни.",1,0,Seliverstova,in_domain_train
310,Почему ж в синтаксическом отношении не хотят видеть ничего сходного между формою именительного падежа и формами косвенных падежов?,0,Morphology,USE7,in_domain_train
311,"В воздухе почуялась свежесть; по дороге вились крутящиеся ветерки, которые обыкновенно предшествуют грозе.",1,0,Paducheva2004,in_domain_train
312,"Показавшаяся в двух местах нива с вызревавшим житом давала знать, что скоро должна появиться какая-нибудь деревня.",1,0,Paducheva2004,in_domain_train
313,Его слова не могли убедить кого-нибудь.,0,Semantics,Seliverstova,in_domain_train
