text,label,error_type,curated_score,compressed_score,diversity_score
Я не читал твою статью.,1,0,2,2,0.0479
Очень рады будем видеть вас у нас этой субботой.,0,Semantics,2,3,0.0792
Был у нас на курсе один студент.,1,0,2,2,0.0692
"Он сказал, что он заболел.",1,0,2,2,0.0542
Это ведь к нам близко.,1,0,2,3,0.0623
"Петя сказал «уходи», но это неправда.",0,Semantics,2,4,0.0744
Информационный портал Всероссийской олимпиады школьников пользуется большой популярностью у старшеклассников.,1,0,2,2,0.1145
Сейчас картина была вывезена в Америку и продана музею.,1,0,2,2,0.0913
Любой из вас мог бы пойти туда.,1,0,3,3,0.0712
Где стоит твоя машина?,1,0,2,3,0.0852
У него был талант рассказчика.,1,0,2,2,0.0641
Отца никогда не было на море.,0,Semantics,3,3,0.0592
Я не брала ключи.,1,0,2,3,0.0586
Я живу почти рядом с Вами.,1,0,3,3,0.0612
Отказ от игры ронял Фишера в глазах шахматистов.,1,0,3,4,0.0653
Он сидел за роялем и разучивал новую пьесу.,1,0,1,3,0.0921
"Это то, что моя мама говорила.",1,0,2,2,0.0731
Требуется справка с места работы.,1,0,2,3,0.0909
"Он долго не писал, и вдруг я получаю сразу два письма.",1,0,3,3,0.0669
"Он был внимательнее, чем никогда прежде.",0,Semantics,2,4,0.0797
Подобные поручения очень обременяют.,1,0,3,4,0.0701
"В эвакуации кафедру генетики получил профессор Шумский, который отлично поладил с деканом.",1,0,2,4,0.1103
В городе никого не найти.,1,0,2,2,0.0799
Зачем ты открыл форточку?,1,0,2,2,0.0735
"Зина считает, что Иван, безусловно, вернется.",1,0,2,4,0.0794
"Вот я вижу себя снова в деревне, глубокой осенью.",1,0,2,4,0.099
"Из того, что Вы сказали, я полагаю, что он прав.",1,0,2,4,0.0411
Его появление вызвало замешательство.,1,0,2,2,0.0563
Я попросила его постричь газон рядом с нашим домом.,1,0,2,3,0.0864
"Сейчас берешь-ка животное, и мы отправляемся в зоопарк.",0,Semantics,2,5,0.0874
"Когда у меня возникали некоторые сомнения, он всегда говорил очень убедительно.",1,0,3,3,0.0267
Я начинаю новую жизнь.,1,0,2,2,0.0987
"Я сожалею, что не сдержала своего обещания.",1,0,2,3,0.0821
"Занятий, я рад, не будет.",0,Semantics,3,5,0.0669
"Я пошла туда, чтобы хоть куда-нибудь пойти.",1,0,3,4,0.0619
Но я смотрел этот фильм!,1,0,2,3,0.071
Мне легко это сделать.,1,0,2,2,0.0815
Войну и мир писал Толстой.,0,Semantics,0,2,0.0969
"Мне послышалось, что кто-то плачет.",1,0,3,4,0.0603
"Раньше она была в каком-то раздраженном состоянии, а потом успокоилась.",0,Semantics,3,3,0.062
Он отдал все свое состояние.,1,0,3,3,0.0544
"Я не могу ехать, у меня есть бабушка.",0,Semantics,2,3,0.0723
"Я прожил неделю и, несмотря на то, что не было там у меня ни одного знакомого человека, провел время чрезвычайно весело.",1,0,2,4,0.0903
"Все зашумели, задвигались, заговорили.",1,0,3,4,0.0679
"Хочешь, я возьму к себе в рюкзак твой спальный мешок.",1,0,3,3,0.0666
В моем кошельке есть масса денег.,1,0,2,3,0.0381
Другие улики не остались.,0,Semantics,3,4,0.0642
"У него способности, у меня деньги.",1,0,2,4,0.0599
Не переходи улицу в этом месте.,1,0,3,3,0.0659
Я этого не понял.,1,0,3,3,0.0471
У нас в институте проводятся лекции по истории искусств.,1,0,2,2,0.0846
Он решил ту или иную сложную задачу.,0,Semantics,3,3,0.0475
Она быстро усвоила его приемы работы на станке.,1,0,2,4,0.0874
Россия имеет дипломатические отношения со многими странами.,1,0,2,2,0.1099
Неужели он кажется тебе бледным?,1,0,3,3,0.0712
Сегодня отец еще не был дома.,1,0,2,2,0.0481
"Королева сказала портному, что он болван.",1,0,2,3,0.0981
Я дал ему 100 рублей.,1,0,2,2,0.0694
Илья и Света поцеловались.,1,0,2,2,0.1056
"По одной из версий, именно за умелое правление и заботу к доставшемуся наследству Иван Данилович получил прозвание Калита.",0,Syntax,2,4,0.1123
Операцию делали ему в Москве.,1,0,2,2,0.0879
"Вася сказал: ""Я купил тебе одну книгу"".",1,0,3,3,0.0563
Этот стол был очень тяжелым.,1,0,3,3,0.0556
"Удивительно, что он согласился.",1,0,3,3,0.0436
"К сожалению, его нет дома.",1,0,3,3,0.0627
"Я думаю, она, вероятно, откажется.",1,0,2,2,0.0734
Звуков с улицы не доносится.,1,0,3,3,0.046
Мне слышится что-то родное.,1,0,3,4,0.0599
"Медсестра часто знает дело лучше, чем врач.",1,0,2,4,0.1018
"Я принимаю его таким, как он есть.",1,0,3,3,0.0607
"Похорони меня, и выходи замуж...",1,0,1,4,0.0926
